n,R,Method,Constraint,rel_risk
800,0.1,"StochOptForest
(apx-risk)",yes,1.1430030979188122
800,0.1,"StochOptForest
(apx-risk)",yes,1.6147177613660195
800,0.1,"StochOptForest
(apx-risk)",yes,1.191891094752436
800,0.1,"StochOptForest
(apx-risk)",yes,1.140365853537397
800,0.1,"StochOptForest
(apx-risk)",yes,1.3051967500705492
800,0.1,"StochOptForest
(apx-risk)",yes,1.219738813648301
800,0.1,"StochOptForest
(apx-risk)",yes,1.2116982405519803
800,0.1,"StochOptForest
(apx-risk)",yes,1.1456300175250471
800,0.1,"StochOptForest
(apx-risk)",yes,1.144777181783619
800,0.1,"StochOptForest
(apx-risk)",yes,1.173184675286274
800,0.1,"StochOptForest
(apx-risk)",yes,1.0983249578386751
800,0.1,"StochOptForest
(apx-risk)",yes,1.2428918296990576
800,0.1,"StochOptForest
(apx-risk)",no,1.0744203001598764
800,0.1,"StochOptForest
(apx-risk)",no,1.1726510551210254
800,0.1,"StochOptForest
(apx-risk)",no,1.1651654857916547
800,0.1,"StochOptForest
(apx-risk)",no,1.1281218069577226
800,0.1,"StochOptForest
(apx-risk)",no,1.1103528307358004
800,0.1,"StochOptForest
(apx-risk)",no,1.0756139640934284
800,0.1,"StochOptForest
(apx-risk)",no,1.1145867549094157
800,0.1,"StochOptForest
(apx-risk)",no,1.0949242685012939
800,0.1,"StochOptForest
(apx-risk)",no,1.2935756535516942
800,0.1,"StochOptForest
(apx-risk)",no,1.260359127509073
800,0.1,"StochOptForest
(apx-risk)",no,1.072689256434451
800,0.1,"StochOptForest
(apx-risk)",no,1.1989150843247105
800,0.1,"StochOptForest
(apx-risk)",no,1.216199426754752
800,0.1,"StochOptForest
(apx-risk)",no,1.3387434435964993
800,0.1,"StochOptForest
(apx-risk)",no,1.1746180512939137
800,0.1,"StochOptForest
(apx-risk)",no,1.4894159879569682
800,0.1,"StochOptForest
(apx-risk)",no,1.1148492641464207
800,0.1,"StochOptForest
(apx-risk)",no,1.1694246033859044
800,0.1,"StochOptForest
(apx-risk)",no,1.118963331203061
800,0.1,"StochOptForest
(apx-risk)",no,1.1951824351559082
800,0.1,"StochOptForest
(apx-risk)",no,1.078827525252365
800,0.1,"StochOptForest
(apx-risk)",no,1.1928935528425104
800,0.1,"StochOptForest
(apx-risk)",no,1.1388562483402562
800,0.1,"StochOptForest
(apx-risk)",no,1.1886770601003716
800,0.1,"StochOptForest
(apx-risk)",no,1.1251010838898445
800,0.1,"StochOptForest
(apx-risk)",no,1.165095545373816
800,0.1,"StochOptForest
(apx-risk)",no,1.1168584260765375
800,0.1,"StochOptForest
(apx-risk)",no,1.1485547995215304
800,0.1,"StochOptForest
(apx-risk)",no,1.2315903876521888
800,0.1,"StochOptForest
(apx-risk)",no,1.117358734912311
800,0.1,"StochOptForest
(apx-risk)",no,1.1569457645876342
800,0.1,"StochOptForest
(apx-risk)",no,1.060726094437225
800,0.1,"StochOptForest
(apx-risk)",no,1.2989435844734323
800,0.1,"StochOptForest
(apx-risk)",no,1.2525400992516562
800,0.1,"StochOptForest
(apx-risk)",no,1.1263893708501027
800,0.1,"StochOptForest
(apx-risk)",no,1.1349421528431634
800,0.1,"StochOptForest
(apx-risk)",no,1.08989970930199
800,0.1,"StochOptForest
(apx-risk)",no,1.0926134744169473
800,0.1,"StochOptForest
(apx-risk)",no,1.229394479226959
800,0.1,"StochOptForest
(apx-risk)",no,1.6377179248872318
800,0.1,"StochOptForest
(apx-risk)",no,1.1384738465309359
800,0.1,"StochOptForest
(apx-risk)",no,1.1163319040054047
800,0.1,"StochOptForest
(apx-risk)",no,1.2313370842297278
800,0.1,"StochOptForest
(apx-risk)",no,1.197375154739393
800,0.1,"StochOptForest
(apx-risk)",no,1.12981049556698
800,0.1,"StochOptForest
(apx-risk)",no,1.1204345149933104
800,0.1,"StochOptForest
(apx-risk)",no,1.1950156538242165
800,0.1,"StochOptForest
(apx-risk)",no,1.2795327622453971
800,0.1,"StochOptForest
(apx-risk)",no,1.1287278561282243
800,0.1,"StochOptForest
(apx-risk)",no,1.2859767926719097
800,0.1,RandSplitForest,no,2.049013553121871
800,0.1,RandSplitForest,no,2.273088166072518
800,0.1,RandSplitForest,no,2.1235168889003533
800,0.1,RandSplitForest,no,2.5713680018803684
800,0.1,RandSplitForest,no,3.3903750277077536
800,0.1,RandSplitForest,no,2.2224026138075095
800,0.1,RandSplitForest,no,2.382362862252349
800,0.1,RandSplitForest,no,2.7078225077261715
800,0.1,RandSplitForest,no,2.789054901817737
800,0.1,RandSplitForest,no,3.5732291424346587
800,0.1,RandSplitForest,no,2.6847939972398267
800,0.1,RandSplitForest,no,2.9830695310797597
800,0.1,RandSplitForest,no,2.60872658870543
800,0.1,RandSplitForest,no,2.5127518472313803
800,0.1,RandSplitForest,no,2.5738010641959255
800,0.1,RandSplitForest,no,3.159348761095194
800,0.1,RandSplitForest,no,2.341432382566425
800,0.1,RandSplitForest,no,2.198407988236194
800,0.1,RandSplitForest,no,2.526491956831353
800,0.1,RandSplitForest,no,2.6923003998156254
800,0.1,RandSplitForest,no,2.0856500223414955
800,0.1,RandSplitForest,no,2.540552089227412
800,0.1,RandSplitForest,no,2.1908726509893244
800,0.1,RandSplitForest,no,2.574416866447796
800,0.1,RandSplitForest,no,2.7110191092361964
800,0.1,RandSplitForest,no,2.6365685317824172
800,0.1,RandSplitForest,no,2.218653435318204
800,0.1,RandSplitForest,no,2.3809474516450355
800,0.1,RandSplitForest,no,2.7199288122967276
800,0.1,RandSplitForest,no,2.4551015065975705
800,0.1,RandSplitForest,no,2.9062684894276085
800,0.1,RandSplitForest,no,2.853514904155539
800,0.1,RandSplitForest,no,2.3271242853483085
800,0.1,RandSplitForest,no,2.361444538589733
800,0.1,RandSplitForest,no,2.2521645165960953
800,0.1,RandSplitForest,no,1.9660884428756031
800,0.1,RandSplitForest,no,2.1495974454763127
800,0.1,RandSplitForest,no,2.2560817001540383
800,0.1,RandSplitForest,no,2.661074495882089
800,0.1,RandSplitForest,no,2.7806773405481953
800,0.1,RandSplitForest,no,2.5379372585676383
800,0.1,RandSplitForest,no,2.4870030176352516
800,0.1,RandSplitForest,no,2.679248791052336
800,0.1,RandSplitForest,no,2.76335002750184
800,0.1,RandSplitForest,no,2.719730040546613
800,0.1,RandSplitForest,no,2.199471502682905
800,0.1,RandSplitForest,no,2.21713732796734
800,0.1,RandSplitForest,no,2.5318312071324782
800,0.1,RandSplitForest,no,2.7334936319318537
800,0.1,RandSplitForest,no,2.495725312457318
800,0.1,RandForest,no,1.5725672760870786
800,0.1,RandForest,no,1.7316811429353252
800,0.1,RandForest,no,1.5081685411179642
800,0.1,RandForest,no,2.0115445604305635
800,0.1,RandForest,no,2.3814904248730326
800,0.1,RandForest,no,1.608766549175098
800,0.1,RandForest,no,1.9898442583904898
800,0.1,RandForest,no,2.395684940656904
800,0.1,RandForest,no,2.160739663338756
800,0.1,RandForest,no,2.4939109767338405
800,0.1,RandForest,no,2.2287719386979488
800,0.1,RandForest,no,2.1326068679839807
800,0.1,RandForest,no,1.8043674947937487
800,0.1,RandForest,no,1.9312927002382136
800,0.1,RandForest,no,1.8386268869994555
800,0.1,RandForest,no,2.0783431156001484
800,0.1,RandForest,no,1.9493172351976473
800,0.1,RandForest,no,1.6976952448610323
800,0.1,RandForest,no,1.8788858763831795
800,0.1,RandForest,no,1.835079683036074
800,0.1,RandForest,no,1.6361822472316923
800,0.1,RandForest,no,1.9664343723668105
800,0.1,RandForest,no,1.732228282706066
800,0.1,RandForest,no,2.051481136530597
800,0.1,RandForest,no,2.008748522089335
800,0.1,RandForest,no,2.143354218773396
800,0.1,RandForest,no,1.6498547218919115
800,0.1,RandForest,no,2.045848430109664
800,0.1,RandForest,no,2.1689583258633958
800,0.1,RandForest,no,1.788047937474365
800,0.1,RandForest,no,2.070015288505084
800,0.1,RandForest,no,2.2704034711907557
800,0.1,RandForest,no,1.9487105251157244
800,0.1,RandForest,no,1.9047503153370922
800,0.1,RandForest,no,1.81066095229988
800,0.1,RandForest,no,1.6326425879675228
800,0.1,RandForest,no,1.6716110843125702
800,0.1,RandForest,no,1.3529403133378546
800,0.1,RandForest,no,2.0283872609243296
800,0.1,RandForest,no,2.157710645890458
800,0.1,RandForest,no,1.6988655768217953
800,0.1,RandForest,no,1.9375268594458872
800,0.1,RandForest,no,1.9350429318978417
800,0.1,RandForest,no,2.0001422305138266
800,0.1,RandForest,no,1.8245943193447858
800,0.1,RandForest,no,1.7603640949631212
800,0.1,RandForest,no,1.736966722346955
800,0.1,RandForest,no,3.7993796987500943
800,0.1,RandForest,no,2.0119710101125454
800,0.1,RandForest,no,1.9409620116104724
